都道府県,年度,サービス種別,資料上の事業所名,資料上の法人名,資料上の市区町村,事業所番号,法人番号,定員,対象者延人数,工賃支払総額,平均工賃月額,突合できたか,突合方法,突合先の事業所名,突合先の市区町村,出典,内部ID
北海道,2024年度,就労継続支援Ａ型,就労支援事業所ぐろーあっぷ美香保,,札幌市,,,20,201,16281410,81002,突合済み,pref+city+name,就労支援事業所ぐろーあっぷ美香保,札幌市東区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,880a3344272d1e1e
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所 ビーグル,,札幌市,,,20,225,18168780,80750,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,旭川ヒューマンサービスセンター,,旭川市,,,20,235,18965007,80702,突合済み,pref+city+name,旭川ヒューマンサービスセンター,旭川市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,71febf01d1fb3525
北海道,2024年度,就労継続支援Ａ型,就労継続支援施設わくらば,,東川町,,,21,207,16641786,80395,突合済み,pref+city+name,就労継続支援施設　わくらば,上川郡東川町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a3208ef37d45859b
北海道,2024年度,就労継続支援Ａ型,エール栄町,,札幌市,,,20,324,25989370,80214,突合済み,pref+city+name,エール栄町,札幌市東区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,47ca5dfd3545fe12
北海道,2024年度,就労継続支援Ａ型,はたらきもん,,札幌市,,,20,199,15894829,79874,突合済み,pref+city+name,はたらきもん,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7608b45737802f07
北海道,2024年度,就労継続支援Ａ型,多機能事業所ぽれっと,,釧路市,,,10,118,9383671,79523,突合済み,pref+city+name,多機能事業所　ぽれっと,釧路市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,4873cd88155014f6
北海道,2024年度,就労継続支援Ａ型,雪ん子セルフサポート,,札幌市,,,20,142,11255490,79264,突合済み,pref+city+name,雪ん子セルフサポート,札幌市豊平区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f3661ca41caec590
北海道,2024年度,就労継続支援Ａ型,満天の丘輝星,,美瑛町,,,10,60,4752789,79213,突合済み,pref+city+name,満天の丘　輝星,上川郡美瑛町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,4b620a75485772bc
北海道,2024年度,就労継続支援Ａ型,レラサポート,,苫小牧市,,,15,143,11317680,79145,突合済み,pref+city+name,レラサポート,苫小牧市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,4aa878b25a7daa1f
北海道,2024年度,就労継続支援Ａ型,MIRAI札幌駅前,,札幌市,,,20,411,32432473,78911,突合済み,pref+city+name,ＭＩＲＡＩ　札幌駅前,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,16c446dda8d318ef
北海道,2024年度,就労継続支援Ａ型,Ｍ＆H北海道,,札幌市,,,20,411,32432473,78911,突合済み,pref+city+name,Ｍ＆Ｈ北海道,札幌市厚別区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1850079b7ba0496c
北海道,2024年度,就労継続支援Ａ型,株式会社リライフ・サポート,,江別市,,,40,215,16954530,78858,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,のびのび本舗,,札幌市,,,20,335,25963740,77504,突合済み,pref+city+name,のびのび本舗,札幌市手稲区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,05085a53e822b4c0
北海道,2024年度,就労継続支援Ａ型,リンネル,,札幌市,,,20,325,25118447,77288,突合済み,pref+city+name,リンネル,札幌市北区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b84011f8b536ee26
北海道,2024年度,就労継続支援Ａ型,就労支援事業所ぐろーあっぷ西町,,札幌市,,,20,487,37545040,77095,突合済み,pref+city+name,就労支援事業所ぐろーあっぷ西町,札幌市西区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5ecd2ae39263a817
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型 トランク,,札幌市,,,20,123,9478979,77065,突合済み,pref+city+name,就労継続支援Ａ型　トランク,札幌市北区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,9cf7e324b8bdd19a
北海道,2024年度,就労継続支援Ａ型,就労継続支援事業所TOMAHAWKS,,札幌市,,,20,51,3930278,77064,突合済み,pref+city+name,就労継続支援事業所TOMAHAWKS,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,63332b024b3692b6
北海道,2024年度,就労継続支援Ａ型,就労支援事業所テオトル,,室蘭市,,,15,131,10087171,77001,突合済み,pref+city+name,就労支援事業所テオトル,室蘭市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f3cfccd9d9d396b0
北海道,2024年度,就労継続支援Ａ型,ユアスタジオ,,札幌市,,,20,256,19701752,76960,突合済み,pref+city+name,ユアスタジオ,札幌市豊平区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c62db0dfeaa1a706
北海道,2024年度,就労継続支援Ａ型,特定非営利活動法人 さらら壮瞥,,壮瞥町,,,20,218,16725430,76722,突合済み,pref+city+name,特定非営利活動法人さらら壮瞥,有珠郡壮瞥町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8bbcf2791bb63f6d
北海道,2024年度,就労継続支援Ａ型,ジョブロジックあつべつ,,札幌市,,,15,105,8036487,76538,突合済み,pref+city+name,ｼﾞｮﾌﾞﾛｼﾞｯｸあつべつ,札幌市厚別区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f089a173a6c6a519
北海道,2024年度,就労継続支援Ａ型,あさひ☆みらい,,帯広市,,,20,441,33682370,76377,未突合,ambiguous,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,みなみな,,名寄市,,,10,48,3665988,76375,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,クレドホテル函館,,函館市,,,65,684,52221174,76347,突合済み,pref+city+name,クレドホテル函館,函館市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,071a086aa8cbb0a3
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所 ENJOY IT,,札幌市,,,20,324,24733613,76338,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,エルブの杜,,札幌市,,,20,171,13031868,76210,突合済み,pref+city+name,エルブの杜,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a021359c8edf7674
北海道,2024年度,就労継続支援Ａ型,ココピアワークス札幌,,札幌市,,,20,172,13072299,76002,突合済み,pref+city+name,ココピアワークス札幌,札幌市北区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3cddc94c674ed7c8
北海道,2024年度,就労継続支援Ａ型,グランクルール,,札幌市,,,20,174,13153919,75597,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型 ミント,,札幌市,,,20,8,604301,75538,突合済み,pref+city+name,就労継続支援Ａ型　ミント,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,48a99dc552a5dfc5
北海道,2024年度,就労継続支援Ａ型,就労支援事業所クローバー北18条,,札幌市,,,20,251,18801840,74908,突合済み,pref+city+name,就労支援事業所　クローバー北１８条,札幌市北区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,975961fb6fc4f351
北海道,2024年度,就労継続支援Ａ型,UniZone,,札幌市,,,20,207,15480630,74786,未突合,ambiguous,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,ピースワーク2nd,,小樽市,,,20,144,10753500,74677,突合済み,pref+city+name,ピースワーク2nd,小樽市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,39d58bf7f07e7291
北海道,2024年度,就労継続支援Ａ型,いきいき物語,,札幌市,,,20,265,19743286,74503,突合済み,pref+city+name,いきいき物語,札幌市西区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7b17b682c3667bfd
北海道,2024年度,就労継続支援Ａ型,株式会社帆の風 千歳事業所,,千歳市,,,10,32,2382840,74464,突合済み,pref+city+name,株式会社帆の風　千歳事業所,千歳市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5f86d8ef795f08f1
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所 ニューフィールド元町駅前,,札幌市,,,20,251,18627197,74212,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,就労支援事業所ぐろーあっぷ,,札幌市,,,20,614,45430365,73991,突合済み,pref+city+name,就労支援事業所ぐろーあっぷ,札幌市白石区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b6883daaafd49909
北海道,2024年度,就労継続支援Ａ型,ユーリード札幌福住事業所,,札幌市,,,20,129,9543797,73983,突合済み,pref+city+name,ユーリード札幌福住事業所,札幌市豊平区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,909a1332deb52180
北海道,2024年度,就労継続支援Ａ型,ミナモト就労継続支援事業所,,千歳市,,,20,214,15683381,73287,突合済み,pref+city+name,ミナモト就労継続支援事業所,千歳市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d36954a9dee46626
北海道,2024年度,就労継続支援Ａ型,就労継続支援施設アシスタントアンドパートナー,,札幌市,,,10,80,5860565,73257,突合済み,pref+city+name,就労継続支援施設　アシスタントアンドパートナー,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,dcda7aabc177b86e
北海道,2024年度,就労継続支援Ａ型,TSスターエンタープライズ,,岩見沢市,,,10,166,12010475,72352,突合済み,pref+city+name,TSスターエンタープライズ,岩見沢市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,136e52bb334a9b3c
北海道,2024年度,就労継続支援Ａ型,ゼットアクション,,千歳市,,,10,13,940310,72332,突合済み,pref+city+name,ゼットアクション,千歳市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,882c874c1986f12d
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所はみんぐスクエア,,札幌市,,,20,54,3869411,71656,突合済み,pref+city+name,就労継続支援Ａ型事業所　はみんぐスクエア,札幌市白石区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,853ecd13979b7202
北海道,2024年度,就労継続支援Ａ型,GIFTED,,札幌市,,,15,127,9044685,71218,突合済み,pref+city+name,ＧＩＦＴＥＤ,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d447f5c27000fc3b
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型 楽楽物語,,北広島市,,,20,338,23901798,70715,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,サンアップ札幌事業所,,札幌市,,,10,51,3590398,70400,突合済み,pref+city+name,サンアップ札幌事業所,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a935a5bc33b590cf
北海道,2024年度,就労継続支援Ａ型,多機能型事業所東開町2丁目,,苫小牧市,,,10,83,5841025,70374,突合済み,pref+city+name,多機能型事業所東開町2丁目,苫小牧市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b30c1710b87eaeee
北海道,2024年度,就労継続支援Ａ型,ウィンドバレー,,千歳市,,,20,219,15011120,68544,突合済み,pref+city+name,ウィンドバレー,千歳市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3d0c8c84aa4cc532
北海道,2024年度,就労継続支援Ａ型,就労継続支援れのあism,,札幌市,,,10,133,8769871,65939,突合済み,pref+city+name,就労継続支援　れのあｉｓｍ,札幌市東区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,68fb09c9163d11ee
北海道,2024年度,就労継続支援Ａ型,多機能型就労支援センター「Cha・Cha・Cha」,,旭川市,,,10,429,27920076,65082,突合済み,pref+city+name,多機能型就労支援センター「Ｃｈａ・Ｃｈａ・Ｃｈａ」,旭川市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,4bf9f667c6b69ef5
北海道,2024年度,就労継続支援Ａ型,株式会社 帆の風 平岸事業所,,札幌市,,,20,31,1989120,64165,突合済み,pref+city+name,株式会社帆の風　平岸事業所,札幌市豊平区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,27aa577e6cfca5ae
北海道,2024年度,就労継続支援Ａ型,弁当工房縁事業所,,旭川市,,,15,93,5921720,63674,突合済み,pref+city+name,弁当工房　縁　事業所,旭川市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3b088e72c7210ee0
北海道,2024年度,就労継続支援Ａ型,ワークセンター株式会社,,札幌市,,,20,287,16787704,58494,突合済み,pref+city+name,ワークセンター　株式会社,札幌市南区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,9f780523c9245c1e
北海道,2024年度,就労継続支援Ａ型,U-Garden,,当別町,,,10,111,6383723,57771,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,ChipS Life,,帯広市,,,20,216,12342861,57143,突合済み,pref+city+name,ChipS Life,帯広市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d3dfb0bd2a89d2a7
北海道,2024年度,就労継続支援Ａ型,笑飛巣,,砂川市,,,15,128,7159540,55934,突合済み,pref+city+name,笑飛巣,砂川市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8dbbd4044cd225f6
北海道,2024年度,就労継続支援Ａ型,Whiz,,札幌市,,,10,13,725180,55783,突合済み,pref+city+name,Whiz,札幌市白石区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c7968d582950f54f
北海道,2024年度,就労継続支援Ａ型,一般社団法人Since'I,,札幌市,,,10,126,6873896,54555,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,ハートシップ南郷,,札幌市,,,20,305,16463750,53980,突合済み,pref+city+name,ハートシップ南郷,札幌市白石区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7f6901e18e546f2c
北海道,2024年度,就労継続支援Ａ型,軽食喫茶らぁ～ふ,,函館市,,,10,96,5000026,52084,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,島屋ゴマサーカス,,釧路市,,,30,593,30595560,51595,突合済み,pref+city+name,島屋ゴマサーカス,釧路市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b1d899fbbff0ffbc
北海道,2024年度,就労継続支援Ａ型,＠flower札幌,,札幌市,,,20,75,3858180,51442,突合済み,pref+city+name,@flower札幌,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,980e9c76f6da2b92
北海道,2024年度,就労継続支援Ａ型,シッポファーレ！,,釧路市,,,30,631,32131631,50922,突合済み,pref+city+name,シッポファーレ！,釧路市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d7299f6b56e2729c
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型 ウィルビー,,中標津,,,20,222,10932816,49247,突合済み,pref+name,就労継続支援Ａ型　ウィルビー,標津郡中標津町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,eebcfbe8836dd002
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所 ﾊｰﾓﾆｰ,,帯広市,,,10,235,9325521,39683,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ｂ型,株式会社とかちサポーターズ,,帯広市,,,20,3599,13267174,109646,突合済み,pref+city+name,株式会社とかちサポーターズ,帯広市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,51256ad37a635702
北海道,2024年度,就労継続支援Ｂ型,新ひだか町ライフサポート,,,,,18,6121,20988756,102886,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ｂ型,メビウスB型作業所,,千歳市,,,13,3039,9962676,98836,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ｂ型,たつかーむ,,壮瞥町,,,20,4037,12567120,94348,突合済み,pref+city+name,たつかーむ,有珠郡壮瞥町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,fa19f654e97f8030
北海道,2024年度,就労継続支援Ｂ型,ワークロード琴似,,札幌市,,,20,4088,17539608,88050,突合済み,pref+city+name,ワークロード琴似,札幌市西区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e78e4d3ed6fdbca4
北海道,2024年度,就労継続支援Ｂ型,しろくま環状通東,,札幌市,,,20,4237,15945900,83926,突合済み,pref+city+name,しろくま環状通東,札幌市東区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e4e6fd25ba342c71
北海道,2024年度,就労継続支援Ｂ型,イーマール,,札幌市,,,20,3447,12897470,83317,突合済み,pref+city+name,イーマール,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e8be79eef8108ad5
