都道府県,分類,資料上の表記,資料上の事業所名,製品・サービスの内容,事業所番号,突合できたか,突合方法,突合先の事業所名,突合先の市区町村,出所,資料名,出典,内部ID
北海道,その他サービス,その他サービス・役務,らいふ830,,0110205812,突合済み,pref+city+name,らいふ　830,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,91cdde6e0b32bee5
北海道,その他サービス,その他サービス・役務,らいらっく,,0112907019,突合済み,pref+city+name,らいらっく,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f0fa5cc853f3b476
北海道,その他サービス,その他サービス・役務,らむ北郷,,0110503182,突合済み,pref+city+name,らむ北郷,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,75857f270af83d19
北海道,その他サービス,その他サービス・役務,るーな,,0114102023,突合済み,pref+city+name,るーな,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d44abcf3f8d6e2e7
北海道,その他サービス,その他サービス・役務,わくわくどう,,0115701005,突合済み,pref+name,わくわくどう,岩見沢市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3df001157484e335
北海道,その他サービス,その他サービス・役務,わく園 北見事業所,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,わっずファーム,,,未突合,ambiguous,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,わーく・ひまわり,,0110502036,突合済み,pref+city+name,わーく・ひまわり,札幌市豊平区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8520dc27e5a382ef
北海道,その他サービス,その他サービス・役務,アイラボ,,,未突合,ambiguous,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,アウルの杜,,0110900172,突合済み,pref+city+name,アウルの杜,札幌市清田区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,0292e8a3cad09370
北海道,その他サービス,その他サービス・役務,アシタハレルヤ,,0110302015,突合済み,pref+city+name,アシタハレルヤ,札幌市東区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,de9fe67a64b71287
北海道,その他サービス,その他サービス・役務,アトリエポトス,,0110101029,突合済み,pref+city+name,アトリエポトス,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,38cf4e3675d04b4e
北海道,その他サービス,その他サービス・役務,アベニュー16,,0110101433,突合済み,pref+city+name,アベニュー１６,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,4385ca9aca34adc2
北海道,その他サービス,その他サービス・役務,アルコバレーノ,,0110404126,突合済み,pref+city+name,アルコバレーノ,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b801bd330d8c44ac
北海道,その他サービス,その他サービス・役務,アルバイト,,0110701075,突合済み,pref+city+name,アルバイト,札幌市西区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,074457c547fc8c1c
北海道,その他サービス,その他サービス・役務,アルバ小樽,,0112001284,突合済み,pref+city+name,アルバ小樽,小樽市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5f016a9d626e569c
北海道,その他サービス,その他サービス・役務,アワーズワーク札幌中央,,0110104395,突合済み,pref+city+name,アワーズワーク札幌中央,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d4b8366d46afa9a9
北海道,その他サービス,その他サービス・役務,イコロ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,イーマール,,0110104890,突合済み,pref+city+name,イーマール,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e8be79eef8108ad5
北海道,その他サービス,その他サービス・役務,ウィル.ビズ,,0110204310,突合済み,pref+city+name,ウィル.ビズ,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,77e036cf624b30f6
北海道,その他サービス,その他サービス・役務,ウィンドバレー,,0111100574,突合済み,pref+city+name,ウィンドバレー,千歳市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3d0c8c84aa4cc532
北海道,その他サービス,その他サービス・役務,ウェルズ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,ウエルサポート和光,,0112000013,突合済み,pref+city+name,ウエルサポート和光,小樽市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e1bbf6e5340a2ef5
北海道,その他サービス,その他サービス・役務,ウレシパ・ポエムアクティビティーセンター,,0110502515,突合済み,pref+city+name,ウレシパ・ポエムアクティビティーセンター,札幌市清田区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c9b15964ae70c928
北海道,その他サービス,その他サービス・役務,エヌワーク,,0112909676,突合済み,pref+city+name,エヌワーク,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,faf72ef152f56b1c
北海道,その他サービス,その他サービス・役務,エリオスSAPPORO,,0110102621,突合済み,pref+city+name,エリオス　ＳＡＰＰＯＲＯ,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5cdc255ff5780eed
北海道,その他サービス,その他サービス・役務,エルブの杜,,0110101813,突合済み,pref+city+name,エルブの杜,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a021359c8edf7674
北海道,その他サービス,その他サービス・役務,エースぱすてる,,,未突合,city_mismatch,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,オフィスきらり,,0114100738,突合済み,pref+city+name,オフィス　きらり,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,ef4b4c2d53c1a742
北海道,その他サービス,その他サービス・役務,カインドライフ,,0110402963,突合済み,pref+city+name,カインドライフ,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5cc0510fd20def52
北海道,その他サービス,その他サービス・役務,ガイドポスト,,0110300209,突合済み,pref+city+name,ガイドポスト,札幌市東区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,dfa668dbe4e1412a
北海道,その他サービス,その他サービス・役務,クオリティ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,クオリティ南,,0117600577,突合済み,pref+city+name,クオリティ南,石狩市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,04bea1000e982388
北海道,その他サービス,その他サービス・役務,クレバ,,0110302254,突合済み,pref+city+name,クレバ,札幌市東区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8512c45d8bdec897
北海道,その他サービス,その他サービス・役務,クローバーベリー,,0114701980,突合済み,pref+city+name,クローバー　ベリー,河東郡音更町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,36c7d509b92d68c0
北海道,その他サービス,その他サービス・役務,クローバー手稲,,0110901188,突合済み,pref+city+name,クローバー手稲,札幌市手稲区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,54b616af50a77714
北海道,その他サービス,その他サービス・役務,グゥタッチ,,0111100889,突合済み,pref+city+name,グゥタッチ,千歳市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c9599e991d86da7f
北海道,その他サービス,その他サービス・役務,ケンセイシャレバレッジ,,0113100333,突合済み,pref+name,ケンセイシャレバレッジ,上川郡東神楽町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,2e7eb94bb513c227
北海道,その他サービス,その他サービス・役務,ココピアワークス札幌,,0110205333,突合済み,pref+city+name,ココピアワークス札幌,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3cddc94c674ed7c8
北海道,その他サービス,その他サービス・役務,ココロコ十勝,,0114702046,突合済み,pref+city+name,ココロコ十勝,上川郡新得町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,16c1951ad6536ccb
北海道,その他サービス,その他サービス・役務,コミュニティおとべ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,コミュニティスペースじゃがいも,,0110700424,突合済み,pref+city+name,コミュニティスペースじゃがいも,札幌市西区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,29ebbbd051d24509
北海道,その他サービス,その他サービス・役務,コロポックルはこだて,,0111401147,突合済み,pref+city+name,コロポックルはこだて,函館市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e9ef72332719d506
北海道,その他サービス,その他サービス・役務,コンパス,,0110503158,突合済み,pref+city+name,コンパス,札幌市清田区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,db3388e77e75c8dc
北海道,その他サービス,その他サービス・役務,ゴールズ豊平公園,,0110506995,突合済み,pref+city+name,ゴールズ豊平公園,札幌市豊平区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b0ac0bb874edba8f
北海道,その他サービス,その他サービス・役務,サチエル・ロビンソン,,0111501649,突合済み,pref+city+name,サチエル・ロビンソン,北斗市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,24471a37f56a6a0b
北海道,その他サービス,その他サービス・役務,サニースポット札幌東,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,サブカルビジネスセンター札幌,,0110104593,突合済み,pref+city+name,サブカルビジネスセンター札幌,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7020432126ff826a
